time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-07-14T14:17:13.450Z,52.2572,-170.3262,18.97,3.1,ml,,202,1.147,1.41,us,usb000s1hg,2014-08-20T14:34:13.469Z,"48km SSE of Yunaska Island, Alaska",earthquake
2014-07-14T14:06:04.680Z,5.9087,126.8785,35,4.3,mb,,141,14.487,0.84,us,usb000rwu3,2014-08-27T13:36:39.142Z,"92km ESE of Pondaguitan, Philippines",earthquake
2014-07-14T13:49:22.020Z,17.9732,120.7315,56.44,4.7,mb,,98,4.83,0.7,us,usb000rwu2,2014-08-27T13:32:48.795Z,"7km E of Espiritu, Philippines",earthquake
2014-07-14T13:46:25.830Z,-16.6679,178.4562,43.78,4.6,mb,,175,9.814,1.43,us,usb000rwuv,2014-08-19T14:47:15.615Z,"102km WSW of Lambasa, Fiji",earthquake
2014-07-14T13:21:01.630Z,-13.0528,26.3914,14.13,4.4,mb,,99,2.815,1.51,us,usb000rwu1,2014-08-19T13:42:47.066Z,"75km NE of Kasempa, Zambia",earthquake
2014-07-14T12:52:57.470Z,52.585,-174.503,198.3,3.2,ml,,,,0.36,us,usb000s1h9,2014-08-20T12:09:40.005Z,"47km NNW of Atka, Alaska",earthquake
2014-07-14T12:34:39.360Z,6.7831,-73.0421,152.5,4.3,mb,,95,0.851,0.83,us,usb000rsse,2014-08-22T12:42:03.298Z,"10km NNW of Aratoca, Colombia",earthquake
2014-07-14T11:24:36.290Z,-17.858,-73.429,10,5.2,mww,,59,2.979,1,us,usb000rss6,2014-09-04T15:52:24.000Z,"156km SSW of Camana, Peru",earthquake
2014-07-14T09:46:08.740Z,-55.2827,-28.0206,10,4.5,mb,,98,5.002,0.71,us,usb000rwu5,2014-08-21T12:13:02.589Z,"165km NNW of Visokoi Island, ",earthquake
2014-07-14T09:23:26.430Z,-30.6408,-176.7532,15.55,4.2,mb,,194,1.725,0.89,us,usb000rwts,2014-08-21T11:51:38.510Z,"188km SE of Raoul Island, New Zealand",earthquake
2014-07-14T09:19:41.830Z,51.5959,178.369,102.4,3.1,ml,,,,0.32,us,usb000s1hf,2014-08-20T05:59:10.000Z,"40km SSW of Little Sitkin Island, Alaska",earthquake
2014-07-14T08:52:26.000Z,-37.67,-179.92,33,4.5,mb,,,,1.26,us,usb000rwuq,2014-08-25T11:46:51.165Z,"212km ENE of Gisborne, New Zealand",earthquake
2014-07-14T08:41:58.340Z,54.114,-164.27,12.3,3.6,mb,,,,1.34,us,usb000rwtr,2014-08-27T05:54:21.000Z,"98km E of Akutan, Alaska",earthquake
2014-07-14T08:40:54.080Z,5.6338,126.5093,35,4.9,mb,,72,1.699,1.09,us,usb000rsri,2014-08-27T06:30:11.000Z,"88km SSE of Pondaguitan, Philippines",earthquake
2014-07-14T08:17:23.000Z,19.752,-64.7621,34,3.3,Md,4,331.2,1.40406679,0.28,pr,pr14195003,2014-08-20T12:38:51.000Z,"148km N of Road Town, British Virgin Islands",earthquake
2014-07-14T07:59:57.290Z,5.7144,126.4776,20,6.3,mww,,44,1.615,1.07,us,usb000rsr5,2014-09-04T15:52:22.000Z,"78km SSE of Pondaguitan, Philippines",earthquake
2014-07-14T07:25:54.680Z,-4.208,153.2607,10,4.4,mb,,197,1.094,0.21,us,usb000rwtq,2014-08-25T09:39:25.421Z,"38km NE of Taron, Papua New Guinea",earthquake
2014-07-14T07:15:51.100Z,36.713,-97.888,5,3.9,mwr,,88,,1.89,us,usb000rsqv,2014-08-22T14:02:19.162Z,"17km SW of Medford, Oklahoma",earthquake
2014-07-14T07:00:42.550Z,-33.3409,-178.5468,10,4.8,mb,,173,4.117,0.8,us,usb000rwtz,2014-08-25T12:37:21.273Z,"214km S of L'Esperance Rock, New Zealand",earthquake
2014-07-14T06:25:34.500Z,19.6702,-64.8318,40,3.4,Md,16,277.2,1.26303129,0.34,pr,pr14195000,2014-08-20T10:00:33.403Z,"140km N of Road Town, British Virgin Islands",earthquake
2014-07-14T06:04:10.000Z,61.5591,-151.2945,4.1,3.3,ml,,,,0.96,ak,ak11325471,2014-08-20T13:14:34.250Z,"68km WSW of Willow, Alaska",earthquake
2014-07-14T05:44:13.280Z,-26.7739,-114.5879,10,5.4,mwb,,59,33.581,0.88,us,usb000rsqm,2014-09-04T15:52:21.000Z,"Easter Island region",earthquake
2014-07-14T05:05:03.200Z,-8.8188,111.2529,52.51,5.5,mww,,44,1.154,1.23,us,usb000rsqi,2014-09-04T15:52:20.000Z,"63km SSW of Ngulung Wetan, Indonesia",earthquake
2014-07-14T05:02:03.700Z,52.004,178.476,96.9,4.1,mb,,,,0.73,us,usb000s1he,2014-08-21T09:15:05.000Z,"6km NNW of Little Sitkin Island, Alaska",earthquake
2014-07-14T04:43:49.390Z,5.2425,126.9134,61.19,4.3,mb,,165,2.248,0.45,us,usb000rwtn,2014-08-14T22:31:53.737Z,"148km SSE of Pondaguitan, Philippines",earthquake
2014-07-14T04:39:04.330Z,-7.0977,154.6935,19.95,4.9,mb,,124,3.83,0.48,us,usb000rsqe,2014-08-14T22:27:48.384Z,"122km SW of Panguna, Papua New Guinea",earthquake
2014-07-14T03:55:20.440Z,22.1024,144.3291,50.7,4.5,mb,,110,4.218,0.59,us,usb000rwtm,2014-08-15T01:50:25.469Z,"182km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2014-07-14T03:18:20.750Z,-17.7935,-176.5503,328.06,4.4,mb,,34,5.142,0.97,us,usb000rsq6,2014-08-09T05:18:52.711Z,"287km WNW of Neiafu, Tonga",earthquake
2014-07-14T03:09:25.500Z,44.4833,6.6833,2,4.1,mb,,,,0.96,us,usb000rsq4,2014-08-16T03:01:06.000Z,"8km NNW of Jausiers, France",earthquake
2014-07-14T01:39:43.510Z,23.9028,121.0842,20.35,4.2,mb,,87,0.165,0.92,us,usb000rwtk,2014-08-13T23:49:50.285Z,"13km ESE of Buli, Taiwan",earthquake
2014-07-14T01:26:19.130Z,-9.1253,110.1586,47.27,4.3,mb,,73,1.257,1.38,us,usb000rwtj,2014-08-13T22:45:25.000Z,"130km S of Bambanglipuro, Indonesia",earthquake
2014-07-14T01:15:30.000Z,14.665,-92.73,63.3,4.1,mb,,,,1.04,us,usb000rzza,2014-08-13T22:01:33.081Z,"33km W of Puerto Madero, Mexico",earthquake
2014-07-13T23:51:13.040Z,36.6232,71.0216,202.46,4.2,mb,,69,0.615,1.11,us,usb000rspq,2014-08-09T22:17:23.000Z,"31km SSE of Jarm, Afghanistan",earthquake
2014-07-13T23:05:09.450Z,-55.4621,-28.2744,10,4.6,mb,,73,4.888,1.43,us,usb000rwlu,2014-08-28T21:03:47.000Z,"153km NNW of Visokoi Island, ",earthquake
2014-07-13T23:01:31.000Z,63.1182,-151.5145,10.2,3.3,ml,,,,1.49,ak,ak11325292,2014-08-09T22:43:03.000Z,"106km NW of Talkeetna, Alaska",earthquake
2014-07-13T22:50:47.880Z,24.156,94.4741,81.69,4.2,mb,,152,2.762,0.48,us,usb000rwlm,2014-08-19T01:54:52.442Z,"58km N of Mawlaik, Burma",earthquake
2014-07-13T22:12:03.630Z,36.8915,142.5736,10,4.2,mb,,141,3.527,0.83,us,usb000rwlk,2014-08-26T21:38:46.000Z,"151km E of Iwaki, Japan",earthquake
2014-07-13T22:01:14.570Z,-4.1774,-103.5586,10,4.5,mb,,187,33.319,0.63,us,usb000rwll,2014-08-19T02:13:50.000Z,"Central East Pacific Rise",earthquake
2014-07-13T21:57:30.200Z,19.4298,-155.622,3.7,3.2,Ml,,115.2,0.02694946,0.1,hv,hv60731696,2014-08-19T02:20:26.000Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-07-13T21:35:44.600Z,18.8299,-64.2956,15,3,Md,13,316.8,0.5111414,0.1,pr,pr14194003,2014-08-19T02:44:38.847Z,"56km NE of Road Town, British Virgin Islands",earthquake
2014-07-13T20:54:14.560Z,-20.2585,-70.3475,33.12,5.5,mww,,83,0.343,1.14,us,usb000rsnz,2014-08-28T15:32:04.571Z,"21km W of Iquique, Chile",earthquake
2014-07-13T20:00:36.940Z,-4.0484,151.2699,10,5.8,mww,,37,6.705,1.12,us,usb000rsns,2014-09-04T15:52:19.000Z,"101km W of Rabaul, Papua New Guinea",earthquake
2014-07-13T19:56:14.830Z,-3.9437,-103.7087,10,4.9,mb,,107,21.964,0.79,us,usb000rsnp,2014-09-04T15:15:37.982Z,"Central East Pacific Rise",earthquake
2014-07-13T19:44:13.500Z,36.9658,142.6178,25.92,4.5,mb,,157,3.565,0.69,us,usb000rwlh,2014-08-18T14:32:40.786Z,"154km E of Iwaki, Japan",earthquake
2014-07-13T19:24:21.000Z,60.6949,-152.5437,125.5,3.3,ml,,,,0.73,ak,ak11325015,2014-08-17T21:06:14.000Z,"25km NNE of Redoubt Volcano, Alaska",earthquake
2014-07-13T19:04:52.250Z,9.5475,121.8315,79.56,3.9,mb,,127,4.451,1.81,us,usb000ry3c,2014-09-04T15:17:14.431Z,"66km WSW of Maricalom, Philippines",earthquake
2014-07-13T19:00:23.000Z,-24.252,-70.494,36.7,4,mb,,,,1.33,us,usb000rsnj,2014-08-17T20:58:34.000Z,"67km S of Antofagasta, Chile",earthquake
2014-07-13T17:23:56.970Z,36.9771667,-121.4635,5.23,3.31,ml,112,40,0.04861,0.09,nc,nc72253275,2014-08-28T15:39:44.000Z,"9km ESE of Gilroy, California",earthquake
2014-07-13T17:19:25.600Z,17.9633,-68.3349,84,3.2,Md,7,266.4,0.54797232,0.28,pr,pr14194002,2014-08-17T20:38:30.960Z,"54km SSE of Boca de Yuma, Dominican Republic",earthquake
2014-07-13T16:46:24.060Z,22.5461,-12.147,14.2,4.3,mb,,183,16.144,1.17,us,usb000rwlj,2014-08-18T21:28:14.857Z,"36km ESE of Zouerate, Mauritania",earthquake
2014-07-13T16:23:44.680Z,36.4088,67.7024,35,5,mb,,69,2.161,0.75,us,usb000rsmy,2014-08-21T18:49:29.000Z,"32km S of Khulm, Afghanistan",earthquake
2014-07-13T15:22:02.690Z,-7.4891,155.3328,42,4.7,mb,,68,4.546,0.71,us,usb000rsn7,2014-08-18T20:45:35.000Z,"130km S of Panguna, Papua New Guinea",earthquake
2014-07-13T15:07:00.680Z,-2.1663,100.0392,40.9,5,mb,,89,2.67,0.91,us,usb000rsm9,2014-08-17T21:08:16.000Z,"107km SSW of Painan, Indonesia",earthquake
2014-07-13T14:51:02.200Z,35.8588,-97.3237,4.825,3,ml,,52,,0.43,us,usb000rsm4,2014-08-21T18:43:08.515Z,"9km ESE of Guthrie, Oklahoma",earthquake
2014-07-13T14:51:00.650Z,-39.0191,46.3368,14.8,4.5,mb,,61,20.315,0.69,us,usb000rwld,2014-08-17T20:57:46.000Z,"Southwest Indian Ridge",earthquake
2014-07-13T14:08:20.240Z,1.9239,128.256,111.82,4.6,mb,,107,1.449,0.8,us,usb000rsm1,2014-08-17T20:39:25.000Z,"34km NE of Tobelo, Indonesia",earthquake
2014-07-13T13:26:47.860Z,37.0199,143.4241,10,4.7,mb,,64,4.213,0.54,us,usb000rslu,2014-08-17T20:06:55.467Z,"221km ESE of Namie, Japan",earthquake
2014-07-13T12:07:01.990Z,50.1786,178.599,22.61,4.1,mb,,90,1.279,0.99,us,usb000rsll,2014-08-01T05:27:48.000Z,"197km S of Little Sitkin Island, Alaska",earthquake
2014-07-13T11:43:25.240Z,-20.8616,-178.1647,511.81,4.3,mb,,122,4.729,0.85,us,usb000rslb,2014-07-31T13:46:35.000Z,"60km ESE of Ndoi Island, Fiji",earthquake
2014-07-13T11:18:07.840Z,40.8767,21.2405,20.4,4.1,mwr,,,,1.9,us,usb000rsl5,2014-08-24T06:00:39.605Z,"13km ESE of Krani, Macedonia",earthquake
2014-07-13T11:16:59.860Z,-28.5464,-179.1729,419.04,4.1,mb,,132,1.293,0.95,us,usb000rwl9,2014-08-02T12:25:02.802Z,"147km WNW of Raoul Island, New Zealand",earthquake
2014-07-13T10:59:51.730Z,-6.594,129.7664,209.83,4.1,mb,,87,4.409,0.81,us,usb000rwlc,2014-08-02T11:42:02.758Z,"227km NW of Saumlaki, Indonesia",earthquake
2014-07-13T09:53:11.500Z,-46.14,165.73,5,4.1,mb,,,,1.38,us,usb000rwl8,2014-08-27T06:38:21.578Z,"174km WSW of Te Anau, New Zealand",earthquake
2014-07-13T08:46:41.000Z,-24.074,-69.191,90.7,4.8,mww,,,,1.06,us,usb000rskf,2014-08-20T09:58:49.681Z,"131km ESE of Antofagasta, Chile",earthquake
2014-07-13T07:44:45.990Z,-6.0155,149.5968,76.56,4.2,mb,,81,3.133,0.52,us,usb000rwl3,2014-08-20T12:57:25.169Z,"22km NNE of Kandrian, Papua New Guinea",earthquake
2014-07-13T07:27:11.110Z,1.4576,127.4024,133,4.2,mb,,196,0.682,0.14,us,usb000rwlr,2014-08-20T09:13:43.000Z,"72km N of Ternate, Indonesia",earthquake
2014-07-13T07:18:25.000Z,-30.748,-70.62,83.4,5.3,mww,,,,0.79,us,usb000rsk9,2014-08-27T08:39:18.000Z,"31km ESE of Monte Patria, Chile",earthquake
2014-07-13T06:43:10.000Z,-34.854,-71.002,92.6,4.5,mb,,,,1,us,usb000rsjz,2014-08-21T07:11:13.000Z,"16km E of Teno, Chile",earthquake
2014-07-13T06:08:41.740Z,23.3568,123.5997,23.89,4.4,mb,,115,1.229,0.74,us,usb000rwkw,2014-08-20T08:32:12.885Z,"123km SSW of Ishigaki, Japan",earthquake
2014-07-13T04:49:44.030Z,-14.1373,-13.6359,10,4.6,mb,,57,22.433,0.86,us,usb000rwl2,2014-08-14T03:49:12.000Z,"Southern Mid-Atlantic Ridge",earthquake
2014-07-13T04:41:33.790Z,-14.3181,-13.6417,10,4.4,mb,,110,31.231,0.68,us,usb000rwln,2014-08-14T03:31:56.221Z,"Southern Mid-Atlantic Ridge",earthquake
2014-07-13T04:38:42.400Z,16.555,-94.316,103.2,4,md,,,,0.73,us,usb000rzwm,2014-08-14T03:02:26.636Z,"8km NNE of Santo Domingo Zanatepec, Mexico",earthquake
2014-07-13T04:34:32.760Z,-14.1921,-13.7435,10,4.5,mb,,61,22.525,0.97,us,usb000rwky,2014-08-14T02:45:16.436Z,"Southern Mid-Atlantic Ridge",earthquake
2014-07-13T04:24:09.780Z,-4.596,153.7568,94.84,4.2,mb,,175,1.638,0.19,us,usb000rwkt,2014-08-14T01:57:14.983Z,"81km E of Taron, Papua New Guinea",earthquake
2014-07-13T04:22:21.440Z,12.0823,-88.3531,45.94,4.1,mb,,156,1.428,0.76,us,usb000rsjb,2014-08-14T01:33:32.705Z,"122km SW of Jiquilillo, Nicaragua",earthquake
2014-07-13T04:17:01.800Z,19.515,-156.517,40.8,3.3,ml,,284,0.494,1.02,us,usb000rsja,2014-08-26T22:25:48.399Z,"56km WSW of Kailua-Kona, Hawaii",earthquake
2014-07-13T03:59:44.470Z,55.4529,166.4221,27.32,4.2,mb,,92,5.167,0.9,us,usb000rsj9,2014-08-14T00:21:17.242Z,"39km NE of Nikol'skoye, Russia",earthquake
2014-07-13T03:16:52.000Z,-32.949,-71.255,44.1,4.8,mww,,,,0.85,us,usb000rsj2,2014-08-26T22:22:34.202Z,"7km S of Quillota, Chile",earthquake
2014-07-13T03:00:44.090Z,15.2091,144.9148,28.46,4.3,mb,,147,1.362,0.36,us,usb000rwkx,2014-08-13T23:41:57.000Z,"80km WNW of JP Tinian Town pre-WW2, Northern Mariana Islands",earthquake
2014-07-13T01:58:50.910Z,37.0538,142.41,10,4.4,mb,,120,3.41,0.42,us,usb000rwkm,2014-08-13T23:19:19.330Z,"133km ESE of Namie, Japan",earthquake
2014-07-13T01:58:45.150Z,54.027,-167.245,21.1,3.6,ml,,,,0.94,us,usb000ryly,2014-08-13T23:07:50.043Z,"48km WNW of Dutch Harbor, Alaska",earthquake
2014-07-13T01:58:23.440Z,36.823,142.4003,28.87,4,mb,,135,3.38,0.63,us,usb000rwkv,2014-08-13T23:08:53.140Z,"137km E of Iwaki, Japan",earthquake
2014-07-13T01:45:35.840Z,-10.9922,165.0455,41.65,4.3,mb,,105,4.901,0.48,us,usb000rwkn,2014-08-13T22:34:56.877Z,"91km WSW of Lata, Solomon Islands",earthquake
2014-07-13T00:44:53.560Z,22.2007,144.2266,128.55,4.2,mb,,84,4.341,1.04,us,usb000rwkz,2014-08-10T23:02:03.000Z,"196km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2014-07-13T00:29:28.710Z,-9.2902,119.4978,46.83,4.4,mb,,78,4.205,1.08,us,usb000rwks,2014-08-10T23:15:01.891Z,"11km N of Sawirara, Indonesia",earthquake
2014-07-13T00:14:35.880Z,-17.5966,-178.705,525.85,4.4,mb,,91,3.094,0.74,us,usb000rwkr,2014-08-10T23:26:52.999Z,"241km ESE of Lambasa, Fiji",earthquake
2014-07-13T00:02:05.200Z,14.496,-92.69,33,4.1,mb,,,,1.21,us,usb000rzz7,2014-08-11T00:28:14.000Z,"38km SW of Puerto Madero, Mexico",earthquake
2014-07-12T23:45:16.030Z,-55.2917,-28.102,10,4.7,mb,,75,4.957,0.95,us,usb000rwif,2014-08-28T21:01:26.678Z,"166km NNW of Visokoi Island, ",earthquake
2014-07-12T23:22:29.710Z,-18.5954,169.358,258.39,4.9,mb,,25,3.748,0.81,us,usb000rsi5,2014-08-09T05:51:08.000Z,"106km N of Isangel, Vanuatu",earthquake
2014-07-12T23:08:49.720Z,-55.5458,-28.9035,60.07,4.5,mb,,89,4.555,0.24,us,usb000rwiv,2014-08-11T01:05:36.000Z,"166km NW of Visokoi Island, ",earthquake
2014-07-12T22:37:11.410Z,6.8703,-73.0624,157.89,4.4,mb,,47,0.937,0.73,us,usb000rshr,2014-08-09T05:34:18.000Z,"13km S of Piedecuesta, Colombia",earthquake
2014-07-12T22:11:07.800Z,12.1118,143.073,10,4.3,mb,,118,2.285,0.94,us,usb000rwiu,2014-08-11T02:26:34.835Z,"215km SW of Merizo Village, Guam",earthquake
2014-07-12T22:02:25.430Z,-3.8115,29.3096,11.53,4.3,mb,,114,3.493,1.38,us,usb000rwis,2014-08-11T02:54:33.550Z,"22km NW of Rumonge, Burundi",earthquake
2014-07-12T21:58:17.450Z,74.539,7.4482,10,4.1,mb,,84,4.218,1.46,us,usb000rwih,2014-08-11T03:24:35.000Z,"Greenland Sea",earthquake
2014-07-12T21:50:43.350Z,51.3584,151.8516,424.37,4.2,mb,,44,3.999,0.82,us,usb000rwid,2014-08-11T04:04:46.676Z,"Sea of Okhotsk",earthquake
2014-07-12T21:11:25.450Z,24.1074,-108.8358,10,4.4,mb,,106,2.393,0.86,us,usb000rsgy,2014-08-09T05:17:12.356Z,"134km SW of La Reforma, Mexico",earthquake
2014-07-12T20:57:29.470Z,-1.7518,100.2514,58.94,4.3,mb,,185,2.209,0.51,us,usb000rwic,2014-08-13T05:29:57.000Z,"56km SW of Painan, Indonesia",earthquake
2014-07-12T20:56:59.570Z,-29.3006,74.7784,10,4.7,mb,,110,48.962,0.5,us,usb000rwib,2014-08-13T05:15:25.000Z,"Mid-Indian Ridge",earthquake
2014-07-12T20:49:16.360Z,-6.633,128.1309,301.66,4.2,mb,,90,4.924,0.76,us,usb000rwiq,2014-08-13T04:21:24.268Z,"Banda Sea",earthquake
2014-07-12T20:26:14.050Z,46.578,152.8674,13.99,4.2,mb,,136,6.953,0.66,us,usb000rwi8,2014-08-13T04:44:00.000Z,"Kuril Islands",earthquake
2014-07-12T20:18:13.030Z,71.6942,-1.135,10,4.5,mb,,85,7.898,0.57,us,usb000rwi9,2014-08-13T04:52:47.000Z,"284km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake
2014-07-12T19:58:39.000Z,12.804,-88.387,41.9,4.1,mb,,,,1.05,us,usb000rt36,2014-08-13T02:30:19.408Z,"52km SSW of Jucuaran, El Salvador",earthquake
2014-07-12T19:54:48.670Z,37.0385,142.6494,13.7,4.4,mb,,136,3.598,0.72,us,usb000rwi6,2014-08-13T02:19:11.000Z,"154km ESE of Namie, Japan",earthquake
2014-07-12T19:54:25.210Z,-20.0819,-177.9748,569.83,4.2,mb,,104,4.42,0.51,us,usb000rsgr,2014-08-13T00:28:06.582Z,"98km NE of Ndoi Island, Fiji",earthquake
2014-07-12T19:48:51.470Z,71.6786,-1.6216,10,4.5,mb,,71,7.982,0.59,us,usb000rwi7,2014-08-12T23:50:38.000Z,"267km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake
2014-07-12T19:10:07.070Z,36.9231,142.3595,27.38,4.5,mb,,120,3.355,0.94,us,usb000rwig,2014-08-12T22:36:43.705Z,"132km E of Iwaki, Japan",earthquake
2014-07-12T18:24:38.290Z,-55.3556,-27.7917,10,4.7,mb,,71,5.142,0.36,us,usb000rwiy,2014-08-19T22:03:16.000Z,"154km NNW of Visokoi Island, ",earthquake
2014-07-12T18:20:37.660Z,-55.3411,-27.9186,10,5.6,mww,,44,5.068,0.76,us,usb000rsf0,2014-09-04T15:52:18.000Z,"157km NNW of Visokoi Island, ",earthquake
2014-07-12T18:13:50.230Z,-55.413,-27.9661,10,4.6,mb,,86,5.053,0.57,us,usb000rwix,2014-08-19T22:00:51.000Z,"151km NNW of Visokoi Island, ",earthquake
2014-07-12T17:59:57.000Z,67.5933,-149.9711,6.5,3.1,ml,,,,0.61,ak,ak11323934,2014-08-19T21:38:18.034Z,"39km NNE of Coldfoot, Alaska",earthquake
2014-07-12T17:49:17.150Z,-55.4163,-27.9709,6,5.6,mww,,32,5.051,0.82,us,usb000rsej,2014-09-04T15:52:16.000Z,"150km NNW of Visokoi Island, ",earthquake
2014-07-12T17:44:20.040Z,36.8748,142.584,19.48,4.5,mb,,135,3.531,1.18,us,usb000rwi1,2014-08-19T20:59:20.015Z,"152km E of Iwaki, Japan",earthquake
2014-07-12T17:34:27.600Z,35.858,-97.3253,4.997,3.1,ml,,57,,1.26,us,usb000rseb,2014-08-19T20:48:40.013Z,"9km ESE of Guthrie, Oklahoma",earthquake
2014-07-12T17:11:46.700Z,35.8637,-97.321,4.047,4,mwr,,53,,1.11,us,usb000rsdy,2014-08-27T13:31:50.783Z,"9km E of Guthrie, Oklahoma",earthquake
2014-07-12T16:58:00.720Z,24.7452,141.2889,194.02,4.1,mb,,122,2.475,0.5,us,usb000rwhk,2014-08-17T20:37:00.697Z,"6km SW of Iwo Jima, Japan",earthquake
2014-07-12T16:51:43.522Z,41.9314,-119.6644,4.6981,3.03,ml,3,149.51,0.476,0.0742,nn,nn00451743,2014-08-17T20:28:35.000Z,"63km ESE of Lakeview, Oregon",earthquake
2014-07-12T16:25:56.640Z,-11.2783,161.2115,10,4.3,mb,,190,2.21,1.36,us,usb000rwi0,2014-08-17T20:20:20.000Z,"119km SW of Kirakira, Solomon Islands",earthquake
2014-07-12T16:19:46.940Z,23.4498,143.2966,16.56,4.4,mb,,124,3.767,0.39,us,usb000rwh8,2014-08-17T20:15:55.000Z,"248km SE of Iwo Jima, Japan",earthquake
2014-07-12T16:16:22.000Z,32.61,48.05,9,4.6,mb,,,,1.14,us,usb000rsd8,2014-08-17T19:34:08.059Z,"41km NW of Dezful, Iran",earthquake
2014-07-12T16:15:08.910Z,-21.9815,171.8513,70.83,4,mb,,188,5.018,0.88,us,usb000rwi5,2014-08-17T18:00:01.000Z,"50km NNW of Ile Hunter, New Caledonia",earthquake
2014-07-12T16:01:31.150Z,51.7329,176.966,51,3,ml,,,,0.2,us,usb000ryra,2014-08-17T17:54:05.000Z,"60km SW of Kiska Volcano, Alaska",earthquake
2014-07-12T15:15:09.530Z,-6.47,153.096,30.78,4.7,mb,,68,2.446,0.77,us,usb000rwia,2014-08-17T17:46:00.000Z,"221km S of Taron, Papua New Guinea",earthquake
2014-07-12T15:09:01.170Z,-33.9434,-178.4133,114.83,4,mb,,285,33.494,1.05,us,usb000rwi2,2014-08-17T17:41:46.237Z,"282km S of L'Esperance Rock, New Zealand",earthquake
2014-07-12T14:25:41.030Z,-15.2036,-75.61,14.41,4.9,mb,,141,3.413,1.02,us,usb000rsd1,2014-08-17T17:25:57.000Z,"53km W of Minas de Marcona, Peru",earthquake
2014-07-12T11:27:26.400Z,35.8628,-97.3124,5,3.2,ml,,58,,0.51,us,usb000rsc9,2014-08-16T06:33:40.698Z,"10km E of Guthrie, Oklahoma",earthquake
2014-07-12T11:22:06.280Z,-12.6402,167.0146,225.32,4.2,mb,,158,2.796,0.66,us,usb000rwhy,2014-08-17T11:25:17.453Z,"149km NNW of Sola, Vanuatu",earthquake
2014-07-12T11:20:57.900Z,35.058,47.951,10,4.3,mb,,,,1,us,usb000rwhh,2014-08-17T11:12:45.000Z,"17km SE of Qorveh, Iran",earthquake
2014-07-12T11:15:33.000Z,61.1726,-140.1545,6.8,4.7,ml,,,,2.15,ak,ak11323596,2014-08-17T10:19:01.304Z,"157km WNW of Haines Junction, Canada",earthquake
2014-07-12T10:59:43.310Z,-31.6973,-179.9855,366.28,4.5,mb,,41,3.02,0.69,us,usb000rsbx,2014-08-17T05:02:35.000Z,"107km WSW of L'Esperance Rock, New Zealand",earthquake
2014-07-12T10:19:24.980Z,-8.5371,109.2792,57.68,4.3,mb,,62,1.378,0.59,us,usb000rsci,2014-08-21T09:25:19.000Z,"95km SSE of Karangbadar Kidul, Indonesia",earthquake
2014-07-12T10:01:10.440Z,50.059,178.719,22.6,3.1,ml,,,,0.43,us,usb000ryr9,2014-08-16T09:19:44.786Z,"203km SW of Amatignak Island, Alaska",earthquake
2014-07-12T09:29:56.380Z,36.9473,142.3437,10,4.5,mb,,128,3.345,0.71,us,usb000rwh3,2014-08-27T08:34:19.000Z,"130km E of Iwaki, Japan",earthquake
2014-07-12T08:38:17.960Z,-29.7217,-176.7503,10,4.5,mb,,218,1.132,0.36,us,usb000rwh9,2014-08-02T11:20:17.000Z,"122km ESE of Raoul Island, New Zealand",earthquake
2014-07-12T07:59:31.770Z,38.2516,142.026,56.82,4.4,mb,,130,3.485,0.7,us,usb000rsbi,2014-07-31T13:34:08.000Z,"66km ESE of Ishinomaki, Japan",earthquake
2014-07-12T07:15:41.530Z,5.223,94.8011,67.86,4.4,mb,,187,2.137,0.33,us,usb000rwhe,2014-08-02T06:48:22.000Z,"68km WSW of Banda Aceh, Indonesia",earthquake
2014-07-12T07:12:53.300Z,32.6007,-109.1209,5,3,ml,,72,1.13,0.66,us,usb000rsb9,2014-07-31T13:31:41.000Z,"47km NW of Lordsburg, New Mexico",earthquake
2014-07-12T06:55:29.000Z,-19.703,-69.127,111.5,4.5,mb,,,,1.04,us,usb000rsb8,2014-07-31T13:26:45.000Z,"120km ENE of Iquique, Chile",earthquake
2014-07-12T06:30:31.380Z,1.2677,97.0582,23.76,4.6,mb,,154,0.518,0.55,us,usb000rsb4,2014-07-31T13:23:05.000Z,"153km SSE of Sinabang, Indonesia",earthquake
2014-07-12T05:42:30.970Z,-5.5634,151.7956,49.25,4,mb,,170,1.411,1.08,us,usb000rwhv,2014-08-21T13:49:29.518Z,"143km SSW of Kokopo, Papua New Guinea",earthquake
2014-07-12T05:10:31.060Z,13.6722,-91.6191,56.43,4.3,mb,,150,0.847,1.46,us,usb000rsaz,2014-08-06T08:01:45.000Z,"67km SSW of Nueva Concepcion, Guatemala",earthquake
2014-07-12T05:04:44.960Z,-5.6498,150.6734,125.04,4.2,mb,,93,2.074,0.8,us,usb000rwha,2014-07-31T12:34:21.139Z,"59km E of Kimbe, Papua New Guinea",earthquake
2014-07-12T04:07:58.820Z,52.3579,-170.49,25.9,3.4,ml,,,,0.81,us,usb000rwh0,2014-08-13T05:26:03.000Z,"33km SSE of Yunaska Island, Alaska",earthquake
